Reference,Pad,Net,X mm,Y mm,Width mm,Height mm,Angle deg
J1,A1,GND1,7.195,72.75,0.6,1.45,270
J1,A4,VBUS_HOST,7.195,73.55,0.6,1.45,270
J1,A5,HOST_CC1,7.195,74.75,0.3,1.45,270
J1,A6,HOST_D+,7.195,75.75,0.3,1.45,270
J1,A7,HOST_D-,7.195,76.25,0.3,1.45,270
J1,A8,unconnected-(J1-SBU1-PadA8),7.195,77.25,0.3,1.45,270
J1,A9,VBUS_HOST,7.195,78.45,0.6,1.45,270
J1,A12,GND1,7.195,79.25,0.6,1.45,270
J1,B1,GND1,7.195,79.25,0.6,1.45,270
J1,B4,VBUS_HOST,7.195,78.45,0.6,1.45,270
J1,B5,HOST_CC2,7.195,77.75,0.3,1.45,270
J1,B6,HOST_D+,7.195,76.75,0.3,1.45,270
J1,B7,HOST_D-,7.195,75.25,0.3,1.45,270
J1,B8,unconnected-(J1-SBU2-PadB8),7.195,74.25,0.3,1.45,270
J1,B9,VBUS_HOST,7.195,73.55,0.6,1.45,270
J1,B12,GND1,7.195,72.75,0.6,1.45,270
J1,SH,GND1,6.28,71.68,1,2.1,270
J1,SH,GND1,2.1,71.68,1,1.6,270
J1,SH,GND1,6.28,80.32,1,2.1,270
J1,SH,GND1,2.1,80.32,1,1.6,270
J2,A1,GND2,95.25,7.195,0.6,1.45,180
J2,A4,EXT_5V,94.45,7.195,0.6,1.45,180
J2,A5,EXT_CC1,93.25,7.195,0.3,1.45,180
J2,A6,unconnected-(J2-D+-PadA6),92.25,7.195,0.3,1.45,180
J2,A7,unconnected-(J2-D--PadA7),91.75,7.195,0.3,1.45,180
J2,A8,unconnected-(J2-SBU1-PadA8),90.75,7.195,0.3,1.45,180
J2,A9,EXT_5V,89.55,7.195,0.6,1.45,180
J2,A12,GND2,88.75,7.195,0.6,1.45,180
J2,B1,GND2,88.75,7.195,0.6,1.45,180
J2,B4,EXT_5V,89.55,7.195,0.6,1.45,180
J2,B5,EXT_CC2,90.25,7.195,0.3,1.45,180
J2,B6,unconnected-(J2-D+-PadB6),91.25,7.195,0.3,1.45,180
J2,B7,unconnected-(J2-D--PadB7),92.75,7.195,0.3,1.45,180
J2,B8,unconnected-(J2-SBU2-PadB8),93.75,7.195,0.3,1.45,180
J2,B9,EXT_5V,94.45,7.195,0.6,1.45,180
J2,B12,GND2,95.25,7.195,0.6,1.45,180
J2,SH,GND2,96.32,6.28,1,2.1,180
J2,SH,GND2,96.32,2.1,1,1.6,180
J2,SH,GND2,87.68,6.28,1,2.1,180
J2,SH,GND2,87.68,2.1,1,1.6,180
J3,1,PORT1_VBUS,124.17,20.0,1.6,1.6,180
J3,2,PORT1_D-,122.17,20.0,1.6,1.6,180
J3,3,PORT1_D+,120.17,20.0,1.6,1.6,180
J3,4,GND2,118.17,20.0,1.6,1.6,180
J3,SH,GND2,124.9,22.72,2.15,2.15,180
J3,SH,GND2,124.9,17.28,2.15,2.15,180
J3,SH,GND2,117.9,22.72,2.15,2.15,180
J3,SH,GND2,117.9,17.28,2.15,2.15,180
J4,1,PORT2_VBUS,124.17,46.0,1.6,1.6,180
J4,2,PORT2_D-,122.17,46.0,1.6,1.6,180
J4,3,PORT2_D+,120.17,46.0,1.6,1.6,180
J4,4,GND2,118.17,46.0,1.6,1.6,180
J4,SH,GND2,124.9,48.72,2.15,2.15,180
J4,SH,GND2,124.9,43.28,2.15,2.15,180
J4,SH,GND2,117.9,48.72,2.15,2.15,180
J4,SH,GND2,117.9,43.28,2.15,2.15,180
J5,A1,GND2,128.805,80.25,0.6,1.45,90
J5,A4,PORT3_VBUS,128.805,79.45,0.6,1.45,90
J5,A5,PORT3_CC1,128.805,78.25,0.3,1.45,90
J5,A6,PORT3_D+,128.805,77.25,0.3,1.45,90
J5,A7,PORT3_D-,128.805,76.75,0.3,1.45,90
J5,A8,unconnected-(J5-SBU1-PadA8),128.805,75.75,0.3,1.45,90
J5,A9,PORT3_VBUS,128.805,74.55,0.6,1.45,90
J5,A12,GND2,128.805,73.75,0.6,1.45,90
J5,B1,GND2,128.805,73.75,0.6,1.45,90
J5,B4,PORT3_VBUS,128.805,74.55,0.6,1.45,90
J5,B5,PORT3_CC2,128.805,75.25,0.3,1.45,90
J5,B6,PORT3_D+,128.805,76.25,0.3,1.45,90
J5,B7,PORT3_D-,128.805,77.75,0.3,1.45,90
J5,B8,unconnected-(J5-SBU2-PadB8),128.805,78.75,0.3,1.45,90
J5,B9,PORT3_VBUS,128.805,79.45,0.6,1.45,90
J5,B12,GND2,128.805,80.25,0.6,1.45,90
J5,SH,GND2,129.72,81.32,1,2.1,90
J5,SH,GND2,133.9,81.32,1,1.6,90
J5,SH,GND2,129.72,72.68,1,2.1,90
J5,SH,GND2,133.9,72.68,1,1.6,90
J6,A1,GND2,128.805,105.25,0.6,1.45,90
J6,A4,PORT4_VBUS,128.805,104.45,0.6,1.45,90
J6,A5,PORT4_CC1,128.805,103.25,0.3,1.45,90
J6,A6,PORT4_D+,128.805,102.25,0.3,1.45,90
J6,A7,PORT4_D-,128.805,101.75,0.3,1.45,90
J6,A8,unconnected-(J6-SBU1-PadA8),128.805,100.75,0.3,1.45,90
J6,A9,PORT4_VBUS,128.805,99.55,0.6,1.45,90
J6,A12,GND2,128.805,98.75,0.6,1.45,90
J6,B1,GND2,128.805,98.75,0.6,1.45,90
J6,B4,PORT4_VBUS,128.805,99.55,0.6,1.45,90
J6,B5,PORT4_CC2,128.805,100.25,0.3,1.45,90
J6,B6,PORT4_D+,128.805,101.25,0.3,1.45,90
J6,B7,PORT4_D-,128.805,102.75,0.3,1.45,90
J6,B8,unconnected-(J6-SBU2-PadB8),128.805,103.75,0.3,1.45,90
J6,B9,PORT4_VBUS,128.805,104.45,0.6,1.45,90
J6,B12,GND2,128.805,105.25,0.6,1.45,90
J6,SH,GND2,129.72,106.32,1,2.1,90
J6,SH,GND2,133.9,106.32,1,1.6,90
J6,SH,GND2,129.72,97.68,1,2.1,90
J6,SH,GND2,133.9,97.68,1,1.6,90
U1,1,VBUS_HOST,37.075,71.775,1.65,0.45,0
U1,2,U1_3V3_HOST,37.075,72.425,1.65,0.45,0
U1,3,GND1,37.075,73.075,1.65,0.45,0
U1,4,U1_1V8_HOST,37.075,73.725,1.65,0.45,0
U1,5,U1_1V8_HOST,37.075,74.375,1.65,0.45,0
U1,6,ISO_SIDE_OK,37.075,75.025,1.65,0.45,0
U1,7,HOST_D-,37.075,75.675,1.65,0.45,0
U1,8,HOST_D+,37.075,76.325,1.65,0.45,0
U1,9,EQ10,37.075,76.975,1.65,0.45,0
U1,10,EQ11,37.075,77.625,1.65,0.45,0
U1,11,U1_1V8_HOST,37.075,78.275,1.65,0.45,0
U1,12,GND1,37.075,78.925,1.65,0.45,0
U1,13,U1_3V3_HOST,37.075,79.575,1.65,0.45,0
U1,14,unconnected-(U1-NC-Pad14),37.075,80.225,1.65,0.45,0
U1,15,unconnected-(U1-NC-Pad15),46.925,80.225,1.65,0.45,0
U1,16,ISO_3V3,46.925,79.575,1.65,0.45,0
U1,17,GND2,46.925,78.925,1.65,0.45,0
U1,18,U1_1V8_ISO,46.925,78.275,1.65,0.45,0
U1,19,EQ21,46.925,77.625,1.65,0.45,0
U1,20,EQ20,46.925,76.975,1.65,0.45,0
U1,21,HUB_UP_D+,46.925,76.325,1.65,0.45,0
U1,22,HUB_UP_D-,46.925,75.675,1.65,0.45,0
U1,23,HOST_PRESENT,46.925,75.025,1.65,0.45,0
U1,24,ISO_3V3,46.925,74.375,1.65,0.45,0
U1,25,U1_1V8_ISO,46.925,73.725,1.65,0.45,0
U1,26,GND2,46.925,73.075,1.65,0.45,0
U1,27,ISO_3V3,46.925,72.425,1.65,0.45,0
U1,28,ISO_3V3,46.925,71.775,1.65,0.45,0
T1,1,PRI_A,36.345,24.95,1.9,1.14,0
T1,2,HOST_CONVERTER_5V,36.345,28.0,1.9,1.14,0
T1,3,PRI_B,36.345,31.05,1.9,1.14,0
T1,4,SEC_B,47.655,31.05,1.9,1.14,0
T1,5,GND2,47.655,28.0,1.9,1.14,0
T1,6,SEC_A,47.655,24.95,1.9,1.14,0
CY1,1,GND1,35.0,104.0,2,2,0
CY1,2,GND2,49.0,104.0,2,2,0
SH1,1,GND1,21.25,21.27,1,1,0
SH1,1,GND1,21.25,22.835,1,2.13,0
SH1,1,GND1,21.25,28.0,1,3.8,0
SH1,1,GND1,21.25,33.165,1,2.13,0
SH1,1,GND1,21.25,34.73,1,1,0
SH1,1,GND1,22.575,21.27,1.65,1,0
SH1,1,GND1,22.575,34.73,1.65,1,0
SH1,1,GND1,27.5,21.27,3.8,1,0
SH1,1,GND1,27.5,34.73,3.8,1,0
SH1,1,GND1,32.425,21.27,1.65,1,0
SH1,1,GND1,32.425,34.73,1.65,1,0
SH1,1,GND1,33.75,21.27,1,1,0
SH1,1,GND1,33.75,22.835,1,2.13,0
SH1,1,GND1,33.75,28.0,1,3.8,0
SH1,1,GND1,33.75,33.165,1,2.13,0
SH1,1,GND1,33.75,34.73,1,1,0
SH2,1,GND2,50.42,18.85,1,1,0
SH2,1,GND2,50.42,21.625,1,4.55,0
SH2,1,GND2,50.42,28.0,1,3.8,0
SH2,1,GND2,50.42,34.375,1,4.55,0
SH2,1,GND2,50.42,37.15,1,1,0
SH2,1,GND2,52.91,18.85,3.98,1,0
SH2,1,GND2,52.91,37.15,3.98,1,0
SH2,1,GND2,59.0,18.85,3.8,1,0
SH2,1,GND2,59.0,37.15,3.8,1,0
SH2,1,GND2,65.0,18.85,3.8,1,0
SH2,1,GND2,65.0,37.15,3.8,1,0
SH2,1,GND2,71.0,18.85,3.8,1,0
SH2,1,GND2,71.0,37.15,3.8,1,0
SH2,1,GND2,77.09,18.85,3.98,1,0
SH2,1,GND2,77.09,37.15,3.98,1,0
SH2,1,GND2,79.58,18.85,1,1,0
SH2,1,GND2,79.58,21.625,1,4.55,0
SH2,1,GND2,79.58,28.0,1,3.8,0
SH2,1,GND2,79.58,34.375,1,4.55,0
SH2,1,GND2,79.58,37.15,1,1,0
U5,1,PRI_B,30.1375,28.95,1.325,0.6,180
U5,2,HOST_CONVERTER_5V,30.1375,28.0,1.325,0.6,180
U5,3,PRI_A,30.1375,27.05,1.325,0.6,180
U5,4,GND1,27.8625,27.05,1.325,0.6,180
U5,5,HOST_CONVERTER_5V,27.8625,28.0,1.325,0.6,180
U5,6,GND1,27.8625,28.95,1.325,0.6,180
U6,1,BB_PS,67.725,28.75,0.55,0.25,0
U6,2,BB_PG,67.725,28.25,0.55,0.25,0
U6,3,BB_VAUX,67.725,27.75,0.55,0.25,0
U6,4,GND2,67.725,27.25,0.55,0.25,0
U6,5,BB_FB,68.75,26.475,0.25,0.55,0
U6,6,unconnected-(U6-FB2-Pad6),69.25,26.475,0.25,0.55,0
U6,7,ISO_5V_PRE,69.75,26.475,0.25,0.55,0
U6,8,ISO_5V_PRE,70.25,26.475,0.25,0.55,0
U6,9,BB_L2,71.275,27.25,0.55,0.25,0
U6,10,GND2,71.275,27.75,0.55,0.25,0
U6,11,BB_L1,71.275,28.25,0.55,0.25,0
U6,12,DCDC_RAW,71.275,28.75,0.55,0.25,0
U6,13,DCDC_RAW,70.0,29.525,0.25,0.55,0
U6,14,DCDC_RAW,69.5,29.525,0.25,0.55,0
U6,15,GND2,69.0,29.525,0.25,0.55,0
L1,1,BB_L1,75.0,29.7,0.98,2.37,90
L1,2,BB_L2,75.0,26.3,0.98,2.37,90
U2,1,HOST_D-,9.8625,75.05,1.325,0.6,0
U2,2,GND1,9.8625,76.0,1.325,0.6,0
U2,3,HOST_D+,9.8625,76.95,1.325,0.6,0
U2,4,HOST_D+,12.1375,76.95,1.325,0.6,0
U2,5,VBUS_HOST,12.1375,76.0,1.325,0.6,0
U2,6,HOST_D-,12.1375,75.05,1.325,0.6,0
U3,1,HOST_CC1,14.725,67.2,0.85,0.2,180
U3,2,HOST_CC2,14.725,66.8,0.85,0.2,180
U3,3,GND1,14.6,66.175,0.2,0.65,180
U3,4,HOST_VDET,14.2,66.175,0.2,0.65,180
U3,5,unconnected-(U3-ADDR-Pad5),13.8,66.175,0.2,0.65,180
U3,6,unconnected-(U3-OUT3-Pad6),13.4,66.175,0.2,0.65,180
U3,7,HOST_OUT1,13.275,66.8,0.85,0.2,180
U3,8,HOST_OUT2,13.275,67.2,0.85,0.2,180
U3,9,unconnected-(U3-ID-Pad9),13.4,67.825,0.2,0.65,180
U3,10,GND1,13.8,67.825,0.2,0.65,180
U3,11,GND1,14.2,67.825,0.2,0.65,180
U3,12,HOST_3V3,14.6,67.825,0.2,0.65,180
U22,1,VBUS_HOST,19.8625,63.05,1.325,0.6,0
U22,2,GND1,19.8625,64.0,1.325,0.6,0
U22,3,VBUS_HOST,19.8625,64.95,1.325,0.6,0
U22,4,unconnected-(U22-NC-Pad4),22.1375,64.95,1.325,0.6,0
U22,5,HOST_3V3,22.1375,63.05,1.325,0.6,0
U24,1,unconnected-(U24-NC-Pad1),19.8625,68.05,1.325,0.6,0
U24,2,HOST_OUT1,19.8625,69.0,1.325,0.6,0
U24,3,GND1,19.8625,69.95,1.325,0.6,0
U24,4,HOST_PWR_OK,22.1375,69.95,1.325,0.6,0
U24,5,HOST_3V3,22.1375,68.05,1.325,0.6,0
U26,1,VBUS_HOST,23.1375,42.95,1.325,0.6,180
U26,2,GND1,23.1375,42.0,1.325,0.6,180
U26,3,HOST_PWR_OK,23.1375,41.05,1.325,0.6,180
U26,4,HOST_LIMIT_N,20.8625,41.05,1.325,0.6,180
U26,5,HOST_ILIM,20.8625,42.0,1.325,0.6,180
U26,6,HOST_CONVERTER_5V,20.8625,42.95,1.325,0.6,180
U45,1,VBUS_HOST,21.8625,84.05,1.325,0.6,0
U45,2,GND1,21.8625,85.0,1.325,0.6,0
U45,3,HOST18_SW,21.8625,85.95,1.325,0.6,0
U45,4,VBUS_HOST,24.1375,85.95,1.325,0.6,0
U45,5,HOST18_FB,24.1375,84.05,1.325,0.6,0
L4,1,HOST18_SW,26.3,85.0,0.98,2.37,0
L4,2,U1_1V8_HOST,29.7,85.0,0.98,2.37,0
U23,1,EXT_5V,82.8625,11.05,1.325,0.6,0
U23,2,GND2,82.8625,12.0,1.325,0.6,0
U23,3,EXT_5V,82.8625,12.95,1.325,0.6,0
U23,4,unconnected-(U23-NC-Pad4),85.1375,12.95,1.325,0.6,0
U23,5,EXT_3V3,85.1375,11.05,1.325,0.6,0
U7,1,EXT_CC1,90.8,13.725,0.85,0.2,90
U7,2,EXT_CC2,91.2,13.725,0.85,0.2,90
U7,3,GND2,91.825,13.6,0.2,0.65,90
U7,4,EXT_VDET,91.825,13.2,0.2,0.65,90
U7,5,unconnected-(U7-ADDR-Pad5),91.825,12.8,0.2,0.65,90
U7,6,unconnected-(U7-OUT3-Pad6),91.825,12.4,0.2,0.65,90
U7,7,EXT_OUT1,91.2,12.275,0.85,0.2,90
U7,8,EXT_OUT2,90.8,12.275,0.85,0.2,90
U7,9,unconnected-(U7-ID-Pad9),90.175,12.4,0.2,0.65,90
U7,10,GND2,90.175,12.8,0.2,0.65,90
U7,11,GND2,90.175,13.2,0.2,0.65,90
U7,12,EXT_3V3,90.175,13.6,0.2,0.65,90
U25,1,EXT_OUT1,96.8625,13.05,1.325,0.6,0
U25,2,EXT_OUT2,96.8625,14.0,1.325,0.6,0
U25,3,GND2,96.8625,14.95,1.325,0.6,0
U25,4,EXT_3A_OK,99.1375,14.95,1.325,0.6,0
U25,5,EXT_3V3,99.1375,13.05,1.325,0.6,0
U27,1,EXT_SENSED_5V,87.05,22.25,0.6,0.25,0
U27,2,EXT_SENSED_5V,87.05,22.75,0.6,0.25,0
U27,3,EXT_3A_OK,87.05,23.25,0.6,0.25,0
U27,4,EXT_5V,87.05,23.75,0.6,0.25,0
U27,5,GND2,88.95,23.75,0.6,0.25,0
U27,6,EXT_SLEW,88.95,23.25,0.6,0.25,0
U27,7,EXT_SW_5V,88.95,22.75,0.6,0.25,0
U27,8,EXT_SW_5V,88.95,22.25,0.6,0.25,0
U27,9,GND2,88.0,23.0,0.9,1.6,0
U46,1,EXT_5V,88.1,32.0,1.5,0.35,180
U46,2,EXT_SENSED_5V,88.1,31.5,1.5,0.35,180
U46,3,EXT_TRIP,88.1,31.0,1.5,0.35,180
U46,4,ISO_3V3,88.1,30.5,1.5,0.35,180
U46,5,EXT_CURRENT_OK,88.1,30.0,1.5,0.35,180
U46,6,PORT_ANY_ON,83.9,30.0,1.5,0.35,180
U46,7,ISO_3V3,83.9,30.5,1.5,0.35,180
U46,8,GND2,83.9,31.0,1.5,0.35,180
U46,9,ISO_3V3,83.9,31.5,1.5,0.35,180
U46,10,unconnected-(U46-HYS-Pad10),83.9,32.0,1.5,0.35,180
U28,1,EXT_3A_OK,95.6,29.25,0.6,0.25,0
U28,2,GND2,95.6,29.75,0.6,0.25,0
U28,3,EXT_REG_PG,95.6,30.25,0.6,0.25,0
U28,4,unconnected-(U28-CC-Pad4),95.6,30.75,0.6,0.25,0
U28,5,GND2,95.96,31.375,0.25,0.65,0
U28,6,EXT_FSW,96.46,31.4,0.25,0.6,0
U28,7,EXT_SW_5V,96.96,30.0,0.25,3.4,0
U28,8,EXT_SW1,97.46,30.0,0.25,3.4,0
U28,9,GND2,98.0,30.0,0.25,3.4,0
U28,9,GND2,98.0,30.0,0.33,2.35,0
U28,10,EXT_SW2,98.54,30.0,0.25,3.4,0
U28,11,EXT_REG_5V,99.04,30.0,0.25,3.4,0
U28,12,EXT_REG_5V,99.54,31.4,0.25,0.6,0
U28,13,EXT_REG_5V,100.04,31.375,0.25,0.65,0
U28,14,EXT_FB,100.4,30.75,0.6,0.25,0
U28,15,EXT_COMP,100.4,30.25,0.6,0.25,0
U28,16,unconnected-(U28-CDC-Pad16),100.4,29.75,0.6,0.25,0
U28,17,GND2,100.4,29.25,0.6,0.25,0
U28,18,EXT_REG_VCC,100.04,28.625,0.25,0.65,0
U28,19,EXT_BOOT2,99.54,28.6,0.25,0.6,0
U28,20,EXT_BOOT1,96.46,28.6,0.25,0.6,0
U28,21,unconnected-(U28-EXTVCC-Pad21),95.96,28.625,0.25,0.65,0
L3,1,EXT_SW1,95.59,22.4,1.92,6.5,0
L3,2,EXT_SW2,100.41,22.4,1.92,6.5,0
U8,1,ISO_5V,76.325,45.65,1.05,0.4,0
U8,2,ISO_5V_PRE,76.325,46.35,1.05,0.4,0
U8,3,MUX_CP2,76.25,47.15,0.2,0.6,0
U8,4,GND2,76.75,47.15,0.2,0.6,0
U8,5,GND2,77.25,47.15,0.2,0.6,0
U8,6,MUX_PR1,77.75,47.15,0.2,0.6,0
U8,7,EXT_REG_5V,77.675,46.35,1.05,0.4,0
U8,8,ISO_5V,77.675,45.65,1.05,0.4,0
U8,9,EXT_SELECTED,77.75,44.85,0.2,0.6,0
U8,10,MUX_ILIM,77.25,44.85,0.2,0.6,0
U8,11,MUX_SS,76.75,44.85,0.2,0.6,0
U8,12,GND2,76.25,44.85,0.2,0.6,0
U29,1,ISO_5V,83.8625,45.05,1.325,0.6,0
U29,2,GND2,83.8625,46.0,1.325,0.6,0
U29,3,BUS_FEED_EN,83.8625,46.95,1.325,0.6,0
U29,4,BUS_LIMIT_RAW_N,86.1375,46.95,1.325,0.6,0
U29,5,PORT_ILIM,86.1375,46.0,1.325,0.6,0
U29,6,PORT_SUPPLY,86.1375,45.05,1.325,0.6,0
U30,1,ISO_5V,84.05,51.25,0.6,0.25,0
U30,2,ISO_5V,84.05,51.75,0.6,0.25,0
U30,3,EXT_BYPASS_EN,84.05,52.25,0.6,0.25,0
U30,4,ISO_5V,84.05,52.75,0.6,0.25,0
U30,5,GND2,85.95,52.75,0.6,0.25,0
U30,6,EXT_PORT_SLEW,85.95,52.25,0.6,0.25,0
U30,7,EXT_PORT_FEED,85.95,51.75,0.6,0.25,0
U30,8,EXT_PORT_FEED,85.95,51.25,0.6,0.25,0
U30,9,GND2,85.0,52.0,0.9,1.6,0
U47,1,EXT_PORT_FEED,91.9,52.0,1.5,0.35,0
U47,2,PORT_SUPPLY,91.9,52.5,1.5,0.35,0
